train_number,train_name,scraped_train_name,csv_source,csv_destination,scraped_source,scraped_destination,identity_check,running_days,status
12037,New Delhi-Ludhiana Shatabdi Express,SIDDHABALI J SH,NEW DELHI,LUDHIANA JN,Kotdwara,Delhi,MISMATCH,1111111,ok
12038,Ludhiana-New Delhi Shatabdi Express,SIDDHABALI J SH,LUDHIANA JN,NEW DELHI,Delhi,Kotdwara,MISMATCH,1111111,ok
12051,DADAR - MADGAON Jan Shatabdi Exp,MAO JANSHATABDI,MUMBAI DADAR CENTRAL,MADGAON,C Shivaji Maharaj T,Madgaon,match,1111111,ok
12052,MADGAON - DADAR Jan Shatabdi Exp,CSMT JANSHTABDI,MADGAON,MUMBAI DADAR CENTRAL,Madgaon,C Shivaji Maharaj T,match,1111111,ok
12053,Haridwar Amritsar Jan Shatabdi Express,ASR JANSHATABDI,HARIDWAR JN,AMRITSAR JN,,,unknown,1111111,summary_parse_failed
12054,Amritsar Haridwar Jan Shatabdi,HW JANSHATABDI,AMRITSAR JN,HARIDWAR JN,,,unknown,1111111,summary_parse_failed
12055,Dehradun Jan Shatabdi Express,DDN JANSHTBDI,NEW DELHI,DEHRADUN,New Delhi,Dehradun,match,1111111,ok
12059,Kota-Hazrat Nizamuddin Jan Shatabdi,NZM JAN SHATABDI,KOTA JN,DELHI H NIZAMUDDIN,Kota Jn,Hazrat Nizamuddin,match,1111111,ok
12060,Hazarat Nizamuddin-Kota Jan Shatabdi,JANSHATABDI EXP,DELHI H NIZAMUDDIN,KOTA JN,Hazrat Nizamuddin,Kota Jn,match,1111111,ok
12063,Haridwar Chandigarh Una Link Jan Shatabdi Express,HW UHL LINK JSHT,HARIDWAR JN,Una Himachal,Haridwar Jn,Una Himachal,match,100101,ok
12064,Una Chandigarh Haridwar Link Jan Shatabdi,UHL HW LINK JSHT,Una Himachal,HARIDWAR JN,Una Himachal,Haridwar Jn,match,1010010,ok
12067,Guwahati Jorhat Jan Shatabdi,JANSATABDI EXP,GUWAHATI,Jorhat Town,,,unknown,1111111,summary_parse_failed
12083,Mayiladuturai-Coimbatore Jan Shatabdi,CBE JANSHATABDI,MAYILADUTURAI JN,COIMBATORE JN,,,unknown,1111111,summary_parse_failed
12107,Mumbai LTT Lucknow Superfast Express,LTT SITAPUR EXP,LOKMANYA TILAK TERM,LUCKNOW JN,Lokmanyatilak,Sitapur Jn,match,1010010,ok
12108,Lucknow Mumbai LTT Superfast Express,STP LTT SF EXP,LUCKNOW JN,LOKMANYA TILAK TERM,Sitapur Jn,Lokmanyatilak,match,101001,ok
12110,Panchavati Express,PANCHAVATI EXP,MANMAD JN,MUMBAI CST,Manmad Jn,C Shivaji Maharaj T,match,1111111,ok
12118,Manmad-Mumbai LTT Express,MANMAD LTT EXP,MANMAD JN,LOKMANYA TILAK TERM,Manmad Jn,Lokmanyatilak,match,1111111,ok
56389,Ernakulam Kottayam Passenger,ERS KTYM PASS,ERNAKULAM JN,KOTTAYAM,Ernakulam Jn,Kottayam,match,1111111,ok
12056,Dehradun Jan Shatabdi Express,JANSHATABDI EXP,DEHRADUN,NEW DELHI,Dehradun,New Delhi,match,1111111,ok
12057,New Delhi-Una Janshatabdi,JANSHATABDI EXP,NEW DELHI,Una Himachal,New Delhi,Daulatpur Chowk,match,1111111,ok
12058,Una-New Delhi Janshatabdi,JANSHATABDI EXP,Una Himachal,NEW DELHI,Daulatpur Chowk,New Delhi,match,1111111,ok
12061,HabibGanj Bhopal-Jabalpur Jan Shatabdi,JBP JANSHATABDI,HABIBGANJ,JABALPUR,Rani Kamlapati(Bhopal),Madan Mahal,MISMATCH,1111111,ok
12062,Jabalpur-HabibGanj Bhopal Jan Shatabdi,RKMP JANSHTBDI,JABALPUR,HABIBGANJ,Madan Mahal,Rani Kamlapati(Bhopal),MISMATCH,1111111,ok
12068,Jorhat Guwahati Jan Shatabdi,JANSATABDI EXP,Jorhat Town,GUWAHATI,,,unknown,1111111,summary_parse_failed
12069,Raigarh-Gondia Jan Shatabdi,JANSHATABDI EXP,RAIGARH,GONDIA JN,,,unknown,1111111,summary_parse_failed
12070,Gondia-Raigarh Jan Shatabdi,JANSHATABDI EXP,GONDIA JN,RAIGARH,,,unknown,1111111,summary_parse_failed
12072,Aurangabad Mumbai Jan Shatabdi,JAN SHATABDI,AURANGABAD,MUMBAI CST,Hingoli Deccan,C Shivaji Maharaj T,MISMATCH,1111111,ok
12074,Bhubaneswar-Howrah Jan Shatabdi Express,JANA SATABDI EX,BHUBANESWAR,HOWRAH JN,Bhubaneswar,Howrah Jn,match,1111111,ok
12075,Kozhikode-Trivandrum Jan Shatabdi Express,TVC JANSHATABDI,KOZHIKODE,TRIVANDRUM CENTRAL,Tirur,Thiruvananthapuram Central,MISMATCH,1111111,ok
12076,Trivandrum-Kozhikode Jan Shatabdi Express,CLT JANSHATABDI,TRIVANDRUM CENTRAL,KOZHIKODE,Thiruvananthapuram Central,Kozhikkode (Calicut),MISMATCH,1111111,ok
12078,Vijayawada Chennai Jan Shatabdi,JAN SHATABDI,VIJAYAWADA JN,CHENNAI CENTRAL,,,unknown,1111111,summary_parse_failed
12079,Bangalore City-Hubli Jan Shatabdi,JANSHATABDI EXP,BANGALORE CITY JN,HUBLI JN,Ksr Bengaluru,Hubballi Jn,MISMATCH,1111111,ok
12080,Hubli Bangalore Janshatabdi,JANSHATABDI EXP,HUBLI JN,BANGALORE CITY JN,Hubballi Jn,Ksr Bengaluru,MISMATCH,1111111,ok
12081,Kozhikode - Trivandrum Jan Shatabdi,TVC JANSHATABDI,KOZHIKODE,TRIVANDRUM CENTRAL,Kannur (Cannanore),Thiruvananthapuram Central,MISMATCH,1101110,ok
12082,Trivandrum-Kozhikode Jan Shatabdi,CAN JANSHATABDI,TRIVANDRUM CENTRAL,KOZHIKODE,Thiruvananthapuram Central,Kannur (Cannanore),MISMATCH,1011101,ok
12101,MUMBAI LTT - HOWRAH Janeswari Super Deluxe Exp,JNANESHWARI EXP,LOKMANYA TILAK TERM,HOWRAH JN,Lokmanyatilak,Shalimar,match,1100110,ok
12102,HOWRAH - MUMBAI LTT Janeswari Super Deluxe Exp,JANANESWARI EXP,HOWRAH JN,LOKMANYA TILAK TERM,Shalimar,Lokmanyatilak,match,1011001,ok
12103,Pune Lucknow Jn SuperFast Express,PUNE LJN EXPRESS,PUNE JN,LUCKNOW JN,Pune Jn,Lucknow Ne,match,100000,ok
12104,Lucknow Jn - Pune Express,LJN PUNE EXP,LUCKNOW JN,PUNE JN,Lucknow Ne,Pune Jn,match,10000,ok
12105,Vidarbha Express,VIDARBHA EXPRESS,MUMBAI CST,GONDIA JN,C Shivaji Maharaj T,Gondia Jn,match,1111111,ok
12106,Vidarbha Express,,GONDIA JN,MUMBAI CST,,,unknown,1111111,summary_parse_failed
12109,Panchavati Express,PANCHAVATI EXP,MUMBAI CST,MANMAD JN,C Shivaji Maharaj T,Manmad Jn,match,1111111,ok
12111,Mumbai CST-Amaravati SF Express,CSMT AMI SF EXP,MUMBAI CST,Amravati,C Shivaji Maharaj T,Amravati,match,1111111,ok
12112,Amaravati-Mumbai CST Express,AMI CSMT SF EXP,Amravati,MUMBAI CST,Amravati,Dadar,match,1111111,ok
12113,Pune-Nagpur Garib Rath Express,NGP GARIBRATH,PUNE JN,NAGPUR,Pune Jn,Nagpur,match,1010010,ok
12114,Nagpur-Pune Garib Rath,PUNE GARIBRATH,NAGPUR,PUNE JN,Nagpur,Pune Jn,match,100101,ok
12115,Siddheshwar Express,SIDDHESHWAR EXP,MUMBAI CST,SOLAPUR JN,Pune Jn,Solapur Jn,match,1111111,ok
12116,Siddheshwar Express,SIDDHESHWAR EXP,SOLAPUR JN,MUMBAI CST,Solapur Jn,Pune Jn,match,1111111,ok
12117,Mumbai LTT- Manmad Express,LTT MANMAD EXP,LOKMANYA TILAK TERM,MANMAD JN,Lokmanyatilak,Manmad Jn,match,1111111,ok
12119,Amaravati Nagpur Express,AMI AJNI SF EXP,Amravati,NAGPUR,Amravati,Ajni (Nagpur),match,1111111,ok
12120,Nagpur Amravati Express,AJNI AMI SF EXP,NAGPUR,Amravati,Ajni (Nagpur),Amravati,match,1111111,ok
12122,DELHI H NIZAMUDDIN - JABALPUR S Kranti Exp,M P S KRNTI EXP,DELHI H NIZAMUDDIN,JABALPUR,Hazrat Nizamuddin,Jabalpur,match,1001010,ok
12135,Pune -Nagpur SuperFast Express,PUNE NAGPUR EXP,PUNE JN,NAGPUR,Pune Jn,Nagpur,match,101001,ok
12136,Nagpur Pune Express,NGP PUNE SF EXP,NAGPUR,PUNE JN,Nagpur,Pune Jn,match,1010010,ok
12137,Punjab Mail,PUNJAB MAIL,MUMBAI CST,FIROZPUR CANT,C Shivaji Maharaj T,Firozpur Cantt Jn,match,1111111,ok
12138,Punjab Mail,PUNJAB MAIL,FIROZPUR CANT,MUMBAI CST,Firozpur Cantt Jn,C Shivaji Maharaj T,match,1111111,ok
12139,Sevagram Express,SEVAGRAM EXP,MUMBAI CST,NAGPUR,C Shivaji Maharaj T,Nagpur,match,1111111,ok
12139-Slip,Sewagram Express Slip,,MUMBAI CST,NAGPUR,,,unknown,1111111,summary_parse_failed
12140,Sevagram Express,SEVAGRAM EXP,NAGPUR,MUMBAI CST,Nagpur,C Shivaji Maharaj T,match,1111111,ok
12143,LTT Sultanpur Superfast Weekly Express,LTT SLN SF EXP,LOKMANYA TILAK TERM,SULTANPUR,Lokmanyatilak,Sultanpur Jn,match,1,ok
12144,Sultanpur-LTT Weekly SF Express,LTT EXPRESS,SULTANPUR,LOKMANYA TILAK TERM,Sultanpur Jn,Lokmanyatilak,match,100000,ok
12148,Nizamuddin-Kolhapur Express,KOLHAPUR EXPRES,DELHI H NIZAMUDDIN,C SHAHU M RAJ KOLHAPUR TERM,Hazrat Nizamuddin,C Sahumaharaj T Kolhapur,MISMATCH,1000,ok
12161,Lashkar Superfast Express,LASHKAR EXP,LOKMANYA TILAK TERM,AGRA CANTT,Lokmanyatilak,Agra Cantt,match,100,ok
12162,Lashkar Express,LASHKAR SF EXP,AGRA CANTT,LOKMANYA TILAK TERM,Agra Cantt,Lokmanyatilak,match,10,ok
51817,Agra Fort Bandikui Pass,KURJ JHS PASS,AGRA FORT,BANDIKUI JN,Khajuraho,Lalitpur,MISMATCH,1111111,ok
12123,Deccan Queen SF Express,DECCAN QUEEN,MUMBAI CST,PUNE JN,C Shivaji Maharaj T,Pune Jn,match,1111111,ok
12124,Deccan Queen SF Express,DECCAN QUEEN,PUNE JN,MUMBAI CST,Pune Jn,C Shivaji Maharaj T,match,1111111,ok
12125,Pragati Superfast Express,PRAGATI EXPRESS,MUMBAI CST,PUNE JN,C Shivaji Maharaj T,Pune Jn,match,1111111,ok
12126,Pragati Superfast Express,PRAGATI EXPRESS,PUNE JN,MUMBAI CST,Pune Jn,C Shivaji Maharaj T,match,1111111,ok
12127,MumbaiCST-Pune SF InterCity,INTERCITY EXP,MUMBAI CST,PUNE JN,C Shivaji Maharaj T,Pune Jn,match,1111111,ok
12128,Pune-MumbaiCST Intercity Express,INTERCITY EXP,PUNE JN,MUMBAI CST,Pune Jn,C Shivaji Maharaj T,match,1111111,ok
12129,PUNE - HOWRAH Azad Hind SF Exp,AZAD HIND EXP,PUNE JN,HOWRAH JN,Pune Jn,Howrah Jn,match,1111111,ok
12130,HOWRAH - PUNE Azad Hind SF Exp,AZAD HIND EXP,HOWRAH JN,PUNE JN,Howrah Jn,Pune Jn,match,1111111,ok
12131,Mumbai Dadar-Sainagar Shirdi Express,DR SAINAGAR EXP,MUMBAI DADAR CENTRAL,SAINAGAR SHIRDI,Dadar,Sainagar Shirdi,match,1010010,ok
12132,Sainagar Shirdi-Mumbai Dadar Express,SAINAGAR DR EXP,SAINAGAR SHIRDI,MUMBAI DADAR CENTRAL,Sainagar Shirdi,Dadar,match,101001,ok
12133,MUMBAI CST - MANGALORE Exp,MANGALURU EXP,MUMBAI CST,MANGALORE JN,C Shivaji Maharaj T,Mangalore Jn,match,1111111,ok
12134,MANGALORE - MUMBAI CST Exp,MAJN CSMT SF EXP,MANGALORE JN,MUMBAI CST,Mangalore Jn,Thane,match,1111111,ok
12141,MUMBAI LTT - PATLIPUTRA SF Exp,PATLIPUTRA EXP,LOKMANYA TILAK TERM,PATLIPUTRA,Lokmanyatilak,Patliputra,match,1111111,ok
12145,MUMBAI LTT - PURI SF Exp,,LOKMANYA TILAK TERM,PURI,,,unknown,1111111,summary_parse_failed
12147,Kolhapur-Nizamuddin Express,KOP NZM SF EXP,C SHAHU M RAJ KOLHAPUR TERM,DELHI H NIZAMUDDIN,C Sahumaharaj T Kolhapur,Hazrat Nizamuddin,MISMATCH,100000,ok
12149,PUNE - PATLIPUTRA SF Exp,,PUNE JN,PATLIPUTRA,,,unknown,1111111,summary_parse_failed
12150,PATLIPUTRA - PUNE SF Exp,SOU PUNE EXP,PATLIPUTRA,PUNE JN,Supaul,Pune Jn,match,1111111,ok
12151,MUMBAI LTT - HOWRAH Samarsata SF Exp,LTT SHM SF EXP,LOKMANYA TILAK TERM,HOWRAH JN,Lokmanyatilak,Shalimar,match,11000,ok
12152,HOWRAH - MUMBAI LTT Samarsata SF Exp,SAMARSATA EXP,HOWRAH JN,LOKMANYA TILAK TERM,Shalimar,Lokmanyatilak,match,110,ok
12153,Lokmanya Tilak (T) Habibganj Express,LTT RKMP EXPRESS,LOKMANYA TILAK TERM,HABIBGANJ,Lokmanyatilak,Rani Kamlapati(Bhopal),match,1000,ok
12154,Habibganj LTT Superfast Express,RKMP LTT EXP,HABIBGANJ,LOKMANYA TILAK TERM,Rani Kamlapati(Bhopal),Lokmanyatilak,match,100,ok
12155,Shaan-e-Bhopal Express,RKMP NZM SF EXP,HABIBGANJ,DELHI H NIZAMUDDIN,Rani Kamlapati(Bhopal),Hazrat Nizamuddin,MISMATCH,1111111,ok
12156,Shaan E Bhopal SF Express,BHOPAL EXPRESS,DELHI H NIZAMUDDIN,HABIBGANJ,Hazrat Nizamuddin,Rani Kamlapati(Bhopal),MISMATCH,1111111,ok
12157,Hutatma Express,HUTATMA EXPRESS,PUNE JN,SOLAPUR JN,Pune Jn,Solapur Jn,match,1111111,ok
12158,Hutatma Express,HUTATMA EXPRESS,SOLAPUR JN,PUNE JN,Solapur Jn,Pune Jn,match,1111111,ok
12159,Amravati -Jabalpur Express,AMI JBP SF EXP,Amravati,JABALPUR,Amravati,Jabalpur,match,1111111,ok
12160,Jabalpur - Amravati Express,JBP AMI SF EXP,JABALPUR,Amravati,Jabalpur,Amravati,match,1111111,ok
12166,VARANASI - MUMBAI LTT Ratnagiri SF Exp,GKP LTT EXPRESS,VARANASI JN,LOKMANYA TILAK TERM,Gorakhpur,Lokmanyatilak,match,100110,ok
12167,MUMBAI LTT - VARANASI SF Exp,LTT BANARAS EXP,LOKMANYA TILAK TERM,VARANASI JN,Lokmanyatilak,Banaras,match,1111111,ok
12168,VARANASI - MUMBAI LTT SF Exp,BNRS LTT SF EXP,VARANASI JN,LOKMANYA TILAK TERM,Banaras,Lokmanyatilak,match,1111111,ok
12169,Pune Solapur InterCity Express,SUR INTERCITY,PUNE JN,SOLAPUR JN,Pune Jn,Solapur Jn,match,1111111,ok
12170,Solapur Pune Intercity Express,PUNE INTERCITY,SOLAPUR JN,PUNE JN,Solapur Jn,Pune Jn,match,1111111,ok
12171,Mumbai LTT -Haridwar AC Express,LTT HW AC EXP,LOKMANYA TILAK TERM,HARIDWAR JN,Lokmanyatilak,Haridwar Jn,match,1001000,ok
12172,Haridwar-Mumbai LTT AC Express,HW LTT AC EXP,HARIDWAR JN,LOKMANYA TILAK TERM,Haridwar Jn,Lokmanyatilak,match,100100,ok
12173,Udyog Nagri Express,UDYOG NAGRI EXP,LOKMANYA TILAK TERM,PARTAPGARH JN,Lokmanyatilak,Maa Belha Devi Dham Pratapgarh Jn,match,100001,ok
12174,Udyog Nagri Express,UDYOG NAGRI EXP,PARTAPGARH JN,LOKMANYA TILAK TERM,Maa Belha Devi Dham Pratapgarh Jn,Lokmanyatilak,match,101000,ok
12177,Chambal Express,CHAMBAL EXPRESS,HOWRAH JN,MATHURA JN,Howrah Jn,Mathura Jn,match,100,ok
12178,Chambal Express,CHAMBAL EXPRESS,MATHURA JN,HOWRAH JN,Mathura Jn,Howrah Jn,match,1000000,ok
12183,Bhopal Partapgarh Express,BPL MBDP SF EXP,BHOPAL JN,PARTAPGARH JN,Bhopal Jn,Maa Belha Devi Dham Pratapgarh Jn,match,100101,ok
12184,Pratapgarh-Bhopal Express,PBH BPL EXPRESS,PARTAPGARH JN,BHOPAL JN,Maa Belha Devi Dham Pratapgarh Jn,Bhopal Jn,match,1010010,ok
12185,BHOPAL HABIBGANJ - REWA Rewanchal Exp,REWANCHAL EXP,HABIBGANJ,REWA,Rani Kamlapati(Bhopal),Rewa,match,1111111,ok
12186,REWA - BHOPAL HABIBGANJ Rewanchal Exp,REWANCHAL EXP,REWA,HABIBGANJ,Rewa,Rani Kamlapati(Bhopal),match,1111111,ok
12187,Jabalpur-CST Garib Rath Express,GARIBRATH EXP,JABALPUR,MUMBAI CST,Jabalpur,C Shivaji Maharaj T,match,1010010,ok
12188,Mumbai-Jabalpur Garib Rath Express,JBP GARIB RATH,MUMBAI CST,JABALPUR,C Shivaji Maharaj T,Jabalpur,match,101001,ok
12194,Partapgarh Bhopal SuperFast Express,JBP YPR EXP,PARTAPGARH JN,BHOPAL JN,Jabalpur,Yasvantpur Jn,MISMATCH,10,ok
12195,Agra Fort - Ajmer Express,AII INTERCITY,AGRA FORT,AJMER JN,Agra Fort,Ajmer Jn,match,1111111,ok
12196,Ajmer-Agra Fort Express,AII AF INTERCTY,AJMER JN,AGRA FORT,Ajmer Jn,Agra Fort,match,1111111,ok
53444,Bhagalpur Mandar Hill Passenger,DGHR-GODA PGR,BHAGALPUR,Mandar Hill,,,unknown,1111111,summary_parse_failed
12176,Chambal Express,CHAMBAL EXPRESS,GWALIOR JN,HOWRAH JN,Gwalior Jn,Howrah Jn,match,100010,ok
12179,Lucknow Agra Intercity SF Express,AF INTERCITY,LUCKNOW JN,AGRA CANTT,Lucknow Ne,Agra Fort,match,1111111,ok
12180,Agra Lucknow Intercity SF Express,,AGRA CANTT,LUCKNOW JN,,,unknown,1111111,summary_parse_failed
12190,DELHI H NIZAMUDDIN - JABALPUR Mahakoshal SF Exp,MAHAKAUSHAL EXP,DELHI H NIZAMUDDIN,JABALPUR,Hazrat Nizamuddin,Jabalpur,match,1111111,ok
12191,Shridham Express,NZM JBP SF EXP,NEW DELHI,JABALPUR,Hazrat Nizamuddin,Jabalpur,match,1111111,ok
12192,Jabalpur-New Delhi Superfast Express,JBP NZM SF EXP,JABALPUR,NEW DELHI,Jabalpur,Hazrat Nizamuddin,match,1111111,ok
12197,Bhopal Gwalior InterCity Express,GWL INTERCITY,BHOPAL JN,GWALIOR JN,Bhopal Jn,Gwalior Jn,match,1111111,ok
12198,Gwalior Bhopal InterCity Express,BPL INTERCITY,GWALIOR JN,BHOPAL JN,Gwalior Jn,Bhopal Jn,match,1111111,ok
12201,MUMBAI LTT - KOCHUVELI Garib Rath Exp,TVCN GARIBRATH,LOKMANYA TILAK TERM,KOCHUVELI,Lokmanyatilak,Thiruvananthapuram North,match,1000100,ok
12202,KOCHUVELI - MUMBAI LTT Garib Rath Exp,LTT GARIB RATH,KOCHUVELI,LOKMANYA TILAK TERM,Thiruvananthapuram North,Lokmanyatilak,match,1001,ok
12203,Saharsa Amritsar Garib Rath,GARIB RATH EXP,SAHARSA JN,AMRITSAR JN,Saharsa Jn,Amritsar Jn,match,1001001,ok
12204,Amritsar Saharsa Garib Rath,SHC GARIB RATH,AMRITSAR JN,SAHARSA JN,Amritsar Jn,Saharsa Jn,match,10011,ok
12205,New Delhi-Dehradun AC Express,NANDA DEVI EXP,NEW DELHI,DEHRADUN,New Delhi,Dehradun,match,1111111,ok
12206,Dehradun-NewDelhi AC Express,NANDA DEVI EXP,DEHRADUN,NEW DELHI,Dehradun,New Delhi,match,1111111,ok
12207,Kathgodam-Jammu Garib Rath Express,JAMMU GARIBRATH,KATHGODAM,JAMMU TAWI,Kathgodam,Jammu Tawi,match,100000,ok
12208,Jammu-Kathgodam Garib Rath Express,KGM GARIB RATH,JAMMU TAWI,KATHGODAM,Jammu Tawi,Kathgodam,match,1,ok
12209,Kanpur-Kathgodam Garib Rath,,KANPUR CENTRAL,KATHGODAM,,,unknown,1111111,summary_parse_failed
12210,Kathgodam-Kanpur Garib Rath,,KATHGODAM,KANPUR CENTRAL,,,unknown,1111111,summary_parse_failed
12211,Muzaffarpur-Anand Vihar(T) Garib Rath Exp.,ANVT GARIB RATH,MUZAFFARPUR JN,ANAND VIHAR TRM,Muzaffarpur Jn,Anand Vihar Terminal,match,100,ok
12212,Anand Vihar T.- Muzaffarpur Garib Rath,MFP GARIB RATH,ANAND VIHAR TRM,MUZAFFARPUR JN,Anand Vihar Terminal,Muzaffarpur Jn,match,10000,ok
12213,Yeswantpur-Delhi Sarai Rohilla AC Duronto Express,YPR DEE DURONTO,YESVANTPUR JN,DELHI SARAI ROHILLA,Yasvantpur Jn,Delhi S Rohilla,MISMATCH,10,ok
12214,Delhi Sarai Rohilla-Yesvantpur AC Duronto Express,DEE YPR DURONTO,DELHI SARAI ROHILLA,YESVANTPUR JN,Delhi S Rohilla,Yasvantpur Jn,MISMATCH,1000000,ok
12215,Delhi Sarai Rohilla-Mumbai BandraT Garib Rath,BDTS GARIB RATH,DELHI SARAI ROHILLA,MUMBAI BANDRA TERMINUS,Delhi S Rohilla,Bandra Terminus,match,1101010,ok
12216,Mumbai Bandra T. - Delhi Sarai Rohilla Garib Rath,DEE GARIBRATH,MUMBAI BANDRA TERMINUS,DELHI SARAI ROHILLA,Bandra Terminus,Delhi S Rohilla,match,110101,ok
12217,KOCHUVELI - CHANDIGARH Kerala Sampark Kranti Exp,SAMPARK KRANTHI,KOCHUVELI,CHANDIGARH,Thiruvananthapuram North,Chandigarh,match,1000010,ok
12218,CHANDIGARH - KOCHUVELI Kerala Sampark Kranti Exp,KERLA S KRANTI,CHANDIGARH,KOCHUVELI,Chandigarh,Thiruvananthapuram North,match,10100,ok
12219,Lokmanya Tilak (T)-Secunderabad AC Duronto Express,SC DURONTO EXP,LOKMANYA TILAK TERM,SECUNDERABAD JN,Lokmanyatilak,Secunderabad Jn,match,10010,ok
12220,Secunderabad-Mumbai LTT AC Duronto Express,LTT DURONTO,SECUNDERABAD JN,LOKMANYA TILAK TERM,Secunderabad Jn,Lokmanyatilak,match,100100,ok
12222,HOWRAH - PUNE AC Duronto Exp,PUNE DURONTO EX,HOWRAH JN,PUNE JN,Howrah Jn,Pune Jn,match,1010,ok
12223,MUM LTT - ERNAKULAM AC Duronto,LTT ERS DURONTO,LOKMANYA TILAK TERM,ERNAKULAM JN,Lokmanyatilak,Ernakulam Jn,match,100010,ok
12224,ERNAKULAM - MUM LTT AC Duronto,ERS LTT DURONTO,ERNAKULAM JN,LOKMANYA TILAK TERM,Ernakulam Jn,Lokmanyatilak,match,10001,ok
12225,Kaifiat Express,KAIFIYAT EXP,AZAMGARH,OLD DELHI,Azamgarh,Delhi,match,1111111,ok
12226,Kaifiat Express,KAIFIYAT EXP,OLD DELHI,AZAMGARH,Delhi,Azamgarh,match,1111111,ok
12228,Indore- Mumbai Central Duronto Express,MMCT DURONTO,INDORE JN BG,Mumbai Central,Indore Jn Bg,Mumbai Central,match,101,ok
12229,Lucknow Mail,LUCKNOW MAIL,LUCKNOW,NEW DELHI,Lucknow,New Delhi,match,1111111,ok
12230,Lucknow Mail,LUCKNOW MAIL,NEW DELHI,LUCKNOW,New Delhi,Lucknow,match,1111111,ok
12231,Lucknow-Chandigarh Express,,LUCKNOW,CHANDIGARH,,,unknown,1111111,summary_parse_failed
12232,Chandigarh - Lucknow Sadhbhavna SF Express,CDG LKO EXPRESS,CHANDIGARH,LUCKNOW,Chandigarh,Lucknow,match,1111111,ok
12233,Lucknow New Delhi AC Express,JAMMU GARIB RATH,LUCKNOW,NEW DELHI,Kathgodam,Jammu Tawi,MISMATCH,100000,ok
12239,Mumbai Central Jaipur AC Duronto Express,,Mumbai Central,JAIPUR,,,unknown,1111111,summary_parse_failed
12260,New Delhi-Sealdah AC Duronto Express,SDAH DURONTO,NEW DELHI,KOLKATA SEALDAH,Bikaner Jn,Sealdah,match,1101100,ok
12271,Lucknow-New Delhi AC Duronto Express,,LUCKNOW,NEW DELHI,,,unknown,1111111,summary_parse_failed
12273,Howrah-New Delhi Duronto Express,NDLS DURONTO EX,HOWRAH JN,NEW DELHI,Howrah Jn,New Delhi,match,1000100,ok
12274,New Delhi-Howrah Duronto Express,HWH DURONTO EXP,NEW DELHI,HOWRAH JN,New Delhi,Howrah Jn,match,100010,ok
40029,Chennai Beach TambaramEMU (12 car),MSB-TBM EMU LOCAL,CHENNAI BEACH,TAMBARAM,,,unknown,1111111,summary_parse_failed
56394,Kollam Kottayam Passenger,,KOLLAM JN,KOTTAYAM,,,unknown,1111111,summary_parse_failed
12234,NewDelhi-Lucknow AC Express,KGM GARIB RATH,NEW DELHI,LUCKNOW,Jammu Tawi,Kathgodam,MISMATCH,1,ok
12235,DIBRUGARH - NEW DELHI Rajdhani Exp,ANVT HUMSFR EXP,DIBRUGARH,NEW DELHI,Madhupur Jn,Anand Vihar Terminal,MISMATCH,100,ok
12236,NEW DELHI - DIBRUGARH Rajdhani Exp,MADHUPUR HUMSFR,NEW DELHI,DIBRUGARH,Anand Vihar Terminal,Madhupur Jn,MISMATCH,1000,ok
12237,Varanasi-Jammu Tawi SF Express,BEGUMPURA EXP,VARANASI JN,JAMMU TAWI,Varanasi Jn,Jammu Tawi,match,1111111,ok
12238,Jammu-Varanasi SF Express,BEGUMPURA EXP,JAMMU TAWI,VARANASI JN,Jammu Tawi,Varanasi Jn,match,1111111,ok
12241,Chandigarh-Amritsar Duronto Express,CDG ASR EXP,CHANDIGARH,AMRITSAR JN,Chandigarh,Amritsar Jn,match,1111111,ok
12242,Amritsar-Chandigarh Duronto Express,ASR CDG EXP,AMRITSAR JN,CHANDIGARH,Amritsar Jn,Chandigarh,match,1111111,ok
12243,Chennai Central-Coimbatore AC Duronto Express,MAS CBE SHATABDI,CHENNAI CENTRAL,COIMBATORE JN,,,unknown,1111111,summary_parse_failed
12244,Coimbatore-Chennai Central AC Duronto Express,CBE MAS SHATABDI,COIMBATORE JN,CHENNAI CENTRAL,,,unknown,1111111,summary_parse_failed
12245,HOWRAH - YESVANTPUR AC Duronto Exp,SMVB DURONTO EXP,HOWRAH JN,YESVANTPUR JN,Howrah Jn,Smvt Bengaluru,match,110111,ok
12251,Wainganga express,,YESVANTPUR JN,Korba,,,unknown,1111111,summary_parse_failed
12252,Wainganga express,,Korba,YESVANTPUR JN,,,unknown,1111111,summary_parse_failed
12253,YESVANTPUR - BHAGALPUR Anga SF Exp,,YESVANTPUR JN,BHAGALPUR,,,unknown,1111111,summary_parse_failed
12254,BHAGALPUR - YESVANTPUR Anga SF Exp,ANGA EXPRESS,BHAGALPUR,YESVANTPUR JN,Bhagalpur,Smvt Bengaluru,match,10000,ok
12261,MUMBAI CST - HOWRAH AC Duronto Exp,HOWRAH DURONTO,MUMBAI CST,HOWRAH JN,C Shivaji Maharaj T,Howrah Jn,match,111001,ok
12262,HOWRAH - MUMBAI CST AC Duronto Exp,CSMT DURONTO EX,HOWRAH JN,MUMBAI CST,Howrah Jn,C Shivaji Maharaj T,match,1110100,ok
12264,Hazrat Nizamuddin-Pune AC Duronto Express,PUNE DURNTO EXP,DELHI H NIZAMUDDIN,PUNE JN,Hazrat Nizamuddin,Pune Jn,match,1001000,ok
